Abbreviation,TeamName,GridPosition,Position,Points,Year,Circuit,RaceName,QualiDeltaToPole,QualiDeltaToTeammate,QualiBestTimeSec,TeamMomentum
PER,Red Bull Racing,15.0,6.0,8.0,2023,Silverstone,British Grand Prix,2.0,0.0,82.3725,6.999999999999998
VER,Red Bull Racing,2.0,1.0,26.0,2023,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,-3.666666666666668
PER,Red Bull Racing,9.0,3.0,15.0,2023,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,3.333333333333332
VER,Red Bull Racing,6.0,1.0,25.0,2023,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,-6.0
PER,Red Bull Racing,2.0,2.0,18.0,2023,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,5.666666666666668
VER,Red Bull Racing,1.0,1.0,25.0,2023,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,-0.6666666666666679
PER,Red Bull Racing,7.0,4.0,12.0,2023,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,6.333333333333336
VER,Red Bull Racing,2.0,1.0,25.0,2023,Monza,Italian Grand Prix,2.0,0.0,82.3725,-3.666666666666668
PER,Red Bull Racing,5.0,2.0,18.0,2023,Monza,Italian Grand Prix,2.0,0.0,82.3725,1.3333333333333357
VER,Red Bull Racing,11.0,5.0,10.0,2023,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,-4.333333333333336
PER,Red Bull Racing,13.0,8.0,4.0,2023,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,-0.6666666666666643
VER,Red Bull Racing,1.0,1.0,26.0,2023,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,-10.000000000000002
PER,Red Bull Racing,5.0,19.0,0.0,2023,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,-4.999999999999998
VER,Red Bull Racing,1.0,1.0,26.0,2023,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,-7.666666666666668
PER,Red Bull Racing,20.0,10.0,1.0,2023,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,6.666666666666666
VER,Red Bull Racing,6.0,1.0,25.0,2023,Austin,United States Grand Prix,2.0,0.0,82.3725,-4.333333333333334
PER,Red Bull Racing,9.0,4.0,12.0,2023,Austin,United States Grand Prix,2.0,0.0,82.3725,7.333333333333332
VER,Red Bull Racing,3.0,1.0,25.0,2023,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,-4.666666666666666
PER,Red Bull Racing,5.0,20.0,0.0,2023,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,11.666666666666668
VER,Red Bull Racing,1.0,1.0,25.0,2023,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,-4.999999999999998
PER,Red Bull Racing,9.0,4.0,12.0,2023,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,4.000000000000002
VER,Red Bull Racing,2.0,1.0,25.0,2023,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,-8.333333333333334
PER,Red Bull Racing,11.0,3.0,15.0,2023,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,8.333333333333334
VER,Red Bull Racing,1.0,1.0,26.0,2023,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,0.6666666666666643
PER,Red Bull Racing,9.0,4.0,12.0,2023,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,9.666666666666666
ALB,Williams,15.0,10.0,1.0,2023,Sakhir,Bahrain Grand Prix,1.753,-0.191,91.461,0.0
SAR,Williams,16.0,12.0,0.0,2023,Sakhir,Bahrain Grand Prix,1.944,0.191,91.652,0.3333333333333333
SAR,Williams,20.0,16.0,0.0,2023,Jeddah,Saudi Arabian Grand Prix,1.456,-0.273,89.721,0.3333333333333333
ALB,Williams,17.0,19.0,0.0,2023,Jeddah,Saudi Arabian Grand Prix,1.729,0.273,89.994,0.3333333333333333
SAR,Williams,18.0,16.0,0.0,2023,Melbourne,Australian Grand Prix,1.825,0.948,78.557,-0.3333333333333333
ALB,Williams,8.0,19.0,0.0,2023,Melbourne,Australian Grand Prix,0.877,-0.948,77.609,-0.3333333333333333
ALB,Williams,12.0,12.0,0.0,2023,Baku,Azerbaijan Grand Prix,1.615,-0.424,101.818,-0.3333333333333333
SAR,Williams,14.0,16.0,0.0,2023,Baku,Azerbaijan Grand Prix,2.039,0.424,102.242,0.0
ALB,Williams,11.0,14.0,0.0,2023,Miami,Miami Grand Prix,0.981,-0.782,87.795,0.0
SAR,Williams,20.0,20.0,0.0,2023,Miami,Miami Grand Prix,1.763,0.782,88.577,0.0
ALB,Williams,13.0,14.0,0.0,2023,Monaco,Monaco Grand Prix,1.162,-0.586,72.527,0.0
SAR,Williams,16.0,18.0,0.0,2023,Monaco,Monaco Grand Prix,1.748,0.586,73.113,0.0
ALB,Williams,18.0,16.0,0.0,2023,Barcelona,Spanish Grand Prix,1.791,-0.636,74.063,0.0
SAR,Williams,20.0,20.0,0.0,2023,Barcelona,Spanish Grand Prix,2.427,0.636,74.699,0.0
ALB,Williams,9.0,7.0,6.0,2023,Montréal,Canadian Grand Prix,0.0,-4.612,78.725,0.0
SAR,Williams,18.0,20.0,0.0,2023,Montréal,Canadian Grand Prix,4.612,4.612,83.337,2.0
ALB,Williams,10.0,11.0,0.0,2023,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,2.0
SAR,Williams,18.0,13.0,0.0,2023,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,2.0
ALB,Williams,8.0,8.0,4.0,2023,Silverstone,British Grand Prix,2.0,0.0,82.3725,-2.0
SAR,Williams,14.0,11.0,0.0,2023,Silverstone,British Grand Prix,2.0,0.0,82.3725,-0.6666666666666667
ALB,Williams,16.0,11.0,0.0,2023,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,-0.6666666666666667
SAR,Williams,20.0,18.0,0.0,2023,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,1.3333333333333333
ALB,Williams,15.0,14.0,0.0,2023,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,-1.3333333333333333
SAR,Williams,18.0,17.0,0.0,2023,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,-1.3333333333333333
ALB,Williams,4.0,8.0,4.0,2023,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,-1.3333333333333333
SAR,Williams,10.0,20.0,0.0,2023,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,1.3333333333333333
ALB,Williams,6.0,7.0,6.0,2023,Monza,Italian Grand Prix,2.0,0.0,82.3725,1.3333333333333333
SAR,Williams,15.0,13.0,0.0,2023,Monza,Italian Grand Prix,2.0,0.0,82.3725,3.3333333333333335
ALB,Williams,14.0,11.0,0.0,2023,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,0.6666666666666667
SAR,Williams,18.0,14.0,0.0,2023,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,0.6666666666666667
ALB,Williams,13.0,16.0,0.0,2023,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,-3.3333333333333335
SAR,Williams,20.0,17.0,0.0,2023,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,-2.0
ALB,Williams,13.0,13.0,0.0,2023,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,-2.0
SAR,Williams,15.0,18.0,0.0,2023,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,0.0
ALB,Williams,15.0,9.0,2.0,2023,Austin,United States Grand Prix,2.0,0.0,82.3725,0.0
SAR,Williams,16.0,10.0,1.0,2023,Austin,United States Grand Prix,2.0,0.0,82.3725,0.6666666666666666
ALB,Williams,14.0,9.0,2.0,2023,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,1.0
SAR,Williams,19.0,16.0,0.0,2023,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,1.6666666666666667
SAR,Williams,19.0,11.0,0.0,2023,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,0.33333333333333337
ALB,Williams,13.0,19.0,0.0,2023,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,-0.33333333333333337
ALB,Williams,5.0,12.0,0.0,2023,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,-1.6666666666666667
SAR,Williams,6.0,16.0,0.0,2023,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,-1.0
ALB,Williams,14.0,14.0,0.0,2023,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,-0.6666666666666666
SAR,Williams,20.0,16.0,0.0,2023,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,0.0
OCO,Alpine,19.0,17.0,0.0,2024,Sakhir,Bahrain Grand Prix,2.0,0.0,82.3725,-6.333333333333333
GAS,Alpine,20.0,18.0,0.0,2024,Sakhir,Bahrain Grand Prix,2.0,0.0,82.3725,-4.333333333333333
OCO,Alpine,17.0,13.0,0.0,2024,Jeddah,Saudi Arabian Grand Prix,2.0,0.0,82.3725,-4.0
GAS,Alpine,18.0,20.0,0.0,2024,Jeddah,Saudi Arabian Grand Prix,2.0,0.0,82.3725,0.0
GAS,Alpine,17.0,13.0,0.0,2024,Melbourne,Australian Grand Prix,2.0,0.0,82.3725,0.0
OCO,Alpine,15.0,16.0,0.0,2024,Melbourne,Australian Grand Prix,2.0,0.0,82.3725,0.0
OCO,Alpine,15.0,15.0,0.0,2024,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,0.0
GAS,Alpine,17.0,16.0,0.0,2024,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,0.0
OCO,Alpine,13.0,11.0,0.0,2024,Shanghai,Chinese Grand Prix,2.0,0.0,82.3725,0.0
GAS,Alpine,15.0,13.0,0.0,2024,Shanghai,Chinese Grand Prix,2.0,0.0,82.3725,0.0
OCO,Alpine,13.0,10.0,1.0,2024,Miami,Miami Grand Prix,2.0,0.0,82.3725,0.0
GAS,Alpine,12.0,12.0,0.0,2024,Miami,Miami Grand Prix,2.0,0.0,82.3725,0.3333333333333333
OCO,Alpine,12.0,14.0,0.0,2024,Imola,Emilia Romagna Grand Prix,2.0,0.0,82.3725,0.3333333333333333
GAS,Alpine,15.0,16.0,0.0,2024,Imola,Emilia Romagna Grand Prix,2.0,0.0,82.3725,0.3333333333333333
GAS,Alpine,10.0,10.0,1.0,2024,Monaco,Monaco Grand Prix,2.0,0.0,82.3725,-0.3333333333333333
OCO,Alpine,11.0,17.0,0.0,2024,Monaco,Monaco Grand Prix,2.0,0.0,82.3725,0.0
GAS,Alpine,15.0,9.0,2.0,2024,Montréal,Canadian Grand Prix,2.0,0.0,82.3725,0.0
OCO,Alpine,18.0,10.0,1.0,2024,Montréal,Canadian Grand Prix,2.0,0.0,82.3725,1.0
GAS,Alpine,7.0,9.0,2.0,2024,Barcelona,Spanish Grand Prix,2.0,0.0,82.3725,0.6666666666666667
OCO,Alpine,8.0,10.0,1.0,2024,Barcelona,Spanish Grand Prix,2.0,0.0,82.3725,1.3333333333333335
GAS,Alpine,13.0,10.0,1.0,2024,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,0.33333333333333326
OCO,Alpine,10.0,12.0,0.0,2024,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,0.33333333333333326
OCO,Alpine,18.0,16.0,0.0,2024,Silverstone,British Grand Prix,2.0,0.0,82.3725,-1.0
GAS,Alpine,19.0,20.0,0.0,2024,Silverstone,British Grand Prix,2.0,0.0,82.3725,-1.0
OCO,Alpine,19.0,18.0,0.0,2024,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,-1.3333333333333333
GAS,Alpine,20.0,20.0,0.0,2024,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,-0.6666666666666666
OCO,Alpine,9.0,9.0,2.0,2024,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,-0.3333333333333333
GAS,Alpine,12.0,13.0,0.0,2024,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,0.6666666666666666
GAS,Alpine,9.0,9.0,2.0,2024,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,0.6666666666666666
OCO,Alpine,15.0,15.0,0.0,2024,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,1.3333333333333333
OCO,Alpine,15.0,14.0,0.0,2024,Monza,Italian Grand Prix,2.0,0.0,82.3725,0.0
GAS,Alpine,14.0,15.0,0.0,2024,Monza,Italian Grand Prix,2.0,0.0,82.3725,0.0
GAS,Alpine,18.0,12.0,0.0,2024,Baku,Azerbaijan Grand Prix,2.0,0.0,82.3725,-1.3333333333333333
OCO,Alpine,20.0,15.0,0.0,2024,Baku,Azerbaijan Grand Prix,2.0,0.0,82.3725,-0.6666666666666666
OCO,Alpine,15.0,13.0,0.0,2024,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,-0.6666666666666666
GAS,Alpine,18.0,17.0,0.0,2024,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,0.0
GAS,Alpine,6.0,12.0,0.0,2024,Austin,United States Grand Prix,2.0,0.0,82.3725,0.0
OCO,Alpine,12.0,18.0,0.0,2024,Austin,United States Grand Prix,2.0,0.0,82.3725,0.0
GAS,Alpine,8.0,10.0,1.0,2024,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,0.0
OCO,Alpine,0.0,13.0,0.0,2024,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,0.3333333333333333
OCO,Alpine,4.0,2.0,18.0,2024,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,0.3333333333333333
GAS,Alpine,13.0,3.0,15.0,2024,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,6.333333333333333
OCO,Alpine,11.0,17.0,0.0,2024,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,10.666666666666666
GAS,Alpine,3.0,20.0,0.0,2024,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,10.666666666666666
GAS,Alpine,11.0,5.0,10.0,2024,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,-1.333333333333333
OCO,Alpine,20.0,20.0,0.0,2024,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,-7.666666666666666
GAS,Alpine,5.0,7.0,6.0,2024,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,-7.666666666666666
DOO,Alpine,17.0,15.0,0.0,2024,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,0.33333333333333304
ALO,Aston Martin,6.0,9.0,2.0,2024,Sakhir,Bahrain Grand Prix,2.0,0.0,82.3725,-8.666666666666666
STR,Aston Martin,12.0,10.0,1.0,2024,Sakhir,Bahrain Grand Prix,2.0,0.0,82.3725,-4.333333333333333
ALO,Aston Martin,4.0,5.0,10.0,2024,Jeddah,Saudi Arabian Grand Prix,2.0,0.0,82.3725,-4.666666666666667
STR,Aston Martin,10.0,19.0,0.0,2024,Jeddah,Saudi Arabian Grand Prix,2.0,0.0,82.3725,1.333333333333333
STR,Aston Martin,9.0,6.0,8.0,2024,Melbourne,Australian Grand Prix,2.0,0.0,82.3725,0.6666666666666665
ALO,Aston Martin,10.0,8.0,4.0,2024,Melbourne,Australian Grand Prix,2.0,0.0,82.3725,4.666666666666667
ALO,Aston Martin,5.0,6.0,8.0,2024,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,-0.33333333333333304
STR,Aston Martin,16.0,12.0,0.0,2024,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,3.0000000000000004
ALO,Aston Martin,3.0,7.0,7.0,2024,Shanghai,Chinese Grand Prix,2.0,0.0,82.3725,-2.0
STR,Aston Martin,11.0,15.0,0.0,2024,Shanghai,Chinese Grand Prix,2.0,0.0,82.3725,1.0
ALO,Aston Martin,15.0,9.0,2.0,2024,Miami,Miami Grand Prix,2.0,0.0,82.3725,-4.333333333333334
STR,Aston Martin,11.0,17.0,0.0,2024,Miami,Miami Grand Prix,2.0,0.0,82.3725,-1.0
STR,Aston Martin,13.0,9.0,2.0,2024,Imola,Emilia Romagna Grand Prix,2.0,0.0,82.3725,-4.333333333333333
ALO,Aston Martin,20.0,19.0,0.0,2024,Imola,Emilia Romagna Grand Prix,2.0,0.0,82.3725,-1.0000000000000002
ALO,Aston Martin,14.0,11.0,0.0,2024,Monaco,Monaco Grand Prix,2.0,0.0,82.3725,-2.3333333333333335
STR,Aston Martin,13.0,14.0,0.0,2024,Monaco,Monaco Grand Prix,2.0,0.0,82.3725,0.0
ALO,Aston Martin,6.0,6.0,8.0,2024,Montréal,Canadian Grand Prix,2.0,0.0,82.3725,-1.3333333333333333
STR,Aston Martin,9.0,7.0,6.0,2024,Montréal,Canadian Grand Prix,2.0,0.0,82.3725,2.0
ALO,Aston Martin,10.0,12.0,0.0,2024,Barcelona,Spanish Grand Prix,2.0,0.0,82.3725,4.0
STR,Aston Martin,14.0,14.0,0.0,2024,Barcelona,Spanish Grand Prix,2.0,0.0,82.3725,4.666666666666667
STR,Aston Martin,17.0,13.0,0.0,2024,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,-0.6666666666666665
ALO,Aston Martin,15.0,18.0,0.0,2024,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,-4.666666666666667
STR,Aston Martin,8.0,7.0,6.0,2024,Silverstone,British Grand Prix,2.0,0.0,82.3725,-4.666666666666667
ALO,Aston Martin,10.0,8.0,4.0,2024,Silverstone,British Grand Prix,2.0,0.0,82.3725,0.0
STR,Aston Martin,8.0,10.0,1.0,2024,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,3.3333333333333335
ALO,Aston Martin,7.0,11.0,0.0,2024,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,3.6666666666666665
ALO,Aston Martin,8.0,8.0,4.0,2024,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,-0.33333333333333326
STR,Aston Martin,15.0,11.0,0.0,2024,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,-1.6666666666666667
ALO,Aston Martin,7.0,10.0,1.0,2024,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,-2.333333333333333
STR,Aston Martin,8.0,13.0,0.0,2024,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,0.0
ALO,Aston Martin,11.0,11.0,0.0,2024,Monza,Italian Grand Prix,2.0,0.0,82.3725,-1.3333333333333335
STR,Aston Martin,17.0,19.0,0.0,2024,Monza,Italian Grand Prix,2.0,0.0,82.3725,-1.0
ALO,Aston Martin,7.0,6.0,8.0,2024,Baku,Azerbaijan Grand Prix,2.0,0.0,82.3725,-1.6666666666666667
STR,Aston Martin,13.0,19.0,0.0,2024,Baku,Azerbaijan Grand Prix,2.0,0.0,82.3725,2.333333333333333
ALO,Aston Martin,7.0,8.0,4.0,2024,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,2.333333333333333
STR,Aston Martin,17.0,14.0,0.0,2024,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,4.0
ALO,Aston Martin,7.0,13.0,0.0,2024,Austin,United States Grand Prix,2.0,0.0,82.3725,-1.3333333333333333
STR,Aston Martin,13.0,15.0,0.0,2024,Austin,United States Grand Prix,2.0,0.0,82.3725,-1.3333333333333333
STR,Aston Martin,14.0,11.0,0.0,2024,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,-4.0
ALO,Aston Martin,13.0,18.0,0.0,2024,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,-1.3333333333333333
ALO,Aston Martin,9.0,14.0,0.0,2024,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,-1.3333333333333333
STR,Aston Martin,10.0,19.0,0.0,2024,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,0.0
ALO,Aston Martin,16.0,11.0,0.0,2024,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,0.0
STR,Aston Martin,18.0,15.0,0.0,2024,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,0.0
ALO,Aston Martin,8.0,7.0,6.0,2024,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,0.0
STR,Aston Martin,15.0,18.0,0.0,2024,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,2.0
ALO,Aston Martin,8.0,9.0,2.0,2024,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,2.0
STR,Aston Martin,13.0,14.0,0.0,2024,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,2.6666666666666665
SAI,Ferrari,4.0,3.0,15.0,2024,Sakhir,Bahrain Grand Prix,2.0,0.0,82.3725,0.0
LEC,Ferrari,2.0,4.0,12.0,2024,Sakhir,Bahrain Grand Prix,2.0,0.0,82.3725,2.333333333333334
LEC,Ferrari,2.0,3.0,16.0,2024,Jeddah,Saudi Arabian Grand Prix,2.0,0.0,82.3725,-5.666666666666666
BEA,Ferrari,11.0,7.0,6.0,2024,Jeddah,Saudi Arabian Grand Prix,2.0,0.0,82.3725,5.666666666666668
SAI,Ferrari,2.0,1.0,25.0,2024,Melbourne,Australian Grand Prix,2.0,0.0,82.3725,0.3333333333333339
LEC,Ferrari,4.0,2.0,19.0,2024,Melbourne,Australian Grand Prix,2.0,0.0,82.3725,6.666666666666666
SAI,Ferrari,4.0,3.0,15.0,2024,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,2.333333333333334
LEC,Ferrari,8.0,4.0,12.0,2024,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,8.333333333333334
LEC,Ferrari,6.0,4.0,12.0,2024,Shanghai,Chinese Grand Prix,2.0,0.0,82.3725,-0.33333333333333215
SAI,Ferrari,7.0,5.0,10.0,2024,Shanghai,Chinese Grand Prix,2.0,0.0,82.3725,-3.666666666666668
LEC,Ferrari,2.0,3.0,15.0,2024,Miami,Miami Grand Prix,2.0,0.0,82.3725,-8.333333333333334
SAI,Ferrari,3.0,5.0,10.0,2024,Miami,Miami Grand Prix,2.0,0.0,82.3725,-3.0
LEC,Ferrari,3.0,3.0,15.0,2024,Imola,Emilia Romagna Grand Prix,2.0,0.0,82.3725,-1.333333333333334
SAI,Ferrari,4.0,5.0,10.0,2024,Imola,Emilia Romagna Grand Prix,2.0,0.0,82.3725,2.0
LEC,Ferrari,1.0,1.0,25.0,2024,Monaco,Monaco Grand Prix,2.0,0.0,82.3725,-0.6666666666666679
SAI,Ferrari,3.0,3.0,15.0,2024,Monaco,Monaco Grand Prix,2.0,0.0,82.3725,5.000000000000002
SAI,Ferrari,12.0,16.0,0.0,2024,Montréal,Canadian Grand Prix,2.0,0.0,82.3725,3.333333333333334
LEC,Ferrari,11.0,19.0,0.0,2024,Montréal,Canadian Grand Prix,2.0,0.0,82.3725,1.6666666666666679
LEC,Ferrari,5.0,5.0,10.0,2024,Barcelona,Spanish Grand Prix,2.0,0.0,82.3725,-11.666666666666668
SAI,Ferrari,6.0,6.0,8.0,2024,Barcelona,Spanish Grand Prix,2.0,0.0,82.3725,-13.333333333333334
SAI,Ferrari,4.0,3.0,15.0,2024,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,-7.333333333333334
LEC,Ferrari,6.0,11.0,0.0,2024,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,6.0
SAI,Ferrari,7.0,5.0,11.0,2024,Silverstone,British Grand Prix,2.0,0.0,82.3725,4.333333333333334
LEC,Ferrari,11.0,14.0,0.0,2024,Silverstone,British Grand Prix,2.0,0.0,82.3725,2.666666666666666
LEC,Ferrari,6.0,4.0,12.0,2024,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,-7.333333333333334
SAI,Ferrari,4.0,6.0,8.0,2024,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,0.0
LEC,Ferrari,1.0,3.0,15.0,2024,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,-1.9999999999999991
SAI,Ferrari,7.0,6.0,8.0,2024,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,8.0
LEC,Ferrari,6.0,3.0,15.0,2024,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,2.666666666666667
SAI,Ferrari,10.0,5.0,10.0,2024,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,5.999999999999999
LEC,Ferrari,4.0,1.0,25.0,2024,Monza,Italian Grand Prix,2.0,0.0,82.3725,-0.6666666666666661
SAI,Ferrari,5.0,4.0,12.0,2024,Monza,Italian Grand Prix,2.0,0.0,82.3725,6.333333333333334
LEC,Ferrari,1.0,2.0,18.0,2024,Baku,Azerbaijan Grand Prix,2.0,0.0,82.3725,3.0
SAI,Ferrari,3.0,18.0,0.0,2024,Baku,Azerbaijan Grand Prix,2.0,0.0,82.3725,7.333333333333332
LEC,Ferrari,9.0,5.0,10.0,2024,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,-6.666666666666668
SAI,Ferrari,10.0,7.0,6.0,2024,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,-6.333333333333332
LEC,Ferrari,4.0,1.0,25.0,2024,Austin,United States Grand Prix,2.0,0.0,82.3725,-13.0
SAI,Ferrari,3.0,2.0,18.0,2024,Austin,United States Grand Prix,2.0,0.0,82.3725,3.666666666666666
SAI,Ferrari,1.0,1.0,25.0,2024,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,6.999999999999998
LEC,Ferrari,4.0,3.0,16.0,2024,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,17.333333333333336
LEC,Ferrari,6.0,5.0,10.0,2024,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,6.000000000000002
SAI,Ferrari,20.0,16.0,0.0,2024,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,0.6666666666666679
SAI,Ferrari,2.0,3.0,15.0,2024,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,-14.000000000000002
LEC,Ferrari,4.0,4.0,12.0,2024,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,-11.333333333333334
LEC,Ferrari,5.0,2.0,18.0,2024,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,-8.0
SAI,Ferrari,7.0,6.0,8.0,2024,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,6.333333333333334
SAI,Ferrari,3.0,2.0,18.0,2024,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,4.333333333333332
LEC,Ferrari,19.0,3.0,15.0,2024,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,5.666666666666666
MAG,Haas F1 Team,15.0,12.0,0.0,2024,Sakhir,Bahrain Grand Prix,2.0,0.0,82.3725,0.0
HUL,Haas F1 Team,10.0,16.0,0.0,2024,Sakhir,Bahrain Grand Prix,2.0,0.0,82.3725,0.0
HUL,Haas F1 Team,15.0,10.0,1.0,2024,Jeddah,Saudi Arabian Grand Prix,2.0,0.0,82.3725,0.0
MAG,Haas F1 Team,13.0,12.0,0.0,2024,Jeddah,Saudi Arabian Grand Prix,2.0,0.0,82.3725,0.3333333333333333
HUL,Haas F1 Team,16.0,9.0,2.0,2024,Melbourne,Australian Grand Prix,2.0,0.0,82.3725,0.3333333333333333
MAG,Haas F1 Team,14.0,10.0,1.0,2024,Melbourne,Australian Grand Prix,2.0,0.0,82.3725,1.0
HUL,Haas F1 Team,12.0,11.0,0.0,2024,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,0.6666666666666667
MAG,Haas F1 Team,18.0,13.0,0.0,2024,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,0.6666666666666667
HUL,Haas F1 Team,9.0,10.0,1.0,2024,Shanghai,Chinese Grand Prix,2.0,0.0,82.3725,-0.6666666666666667
