Abbreviation,TeamName,GridPosition,Position,Points,Year,Circuit,RaceName,QualiDeltaToPole,QualiDeltaToTeammate,QualiBestTimeSec,TeamMomentum,Podium,Win,DNF,DriverForm3,DriverForm5,QualifyingForm3,QualifyingForm5,AverageFinish,AverageGrid,GridGain,AverageGridGain,PodiumRate,WinRate,PointsMomentum,TeamForm,CircuitHistory,DNFRisk,Consistency,Experience,FrontRow,TopFive,TeamGridInteraction
NOR,McLaren,7.0,7.0,6.0,2023,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,3.333333333333334,0,0,0,2.6666666666666665,7.6,3.0,3.8,8.363636363636363,7.6909090909090905,0.0,-3.8,0.13333333333333333,0.0,9.6,9.6,13.0,0.0,6.9498201415576215,55.0,0,0,1.2
NOR,McLaren,2.0,7.0,6.0,2023,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,-10.666666666666668,0,0,0,3.6666666666666665,5.6,4.0,4.6,8.339285714285714,7.678571428571429,-5.0,-1.0,0.13333333333333333,0.0,10.8,10.8,8.5,0.0,4.61519230368573,56.0,1,1,3.6
NOR,McLaren,9.0,8.0,4.0,2023,Monza,Italian Grand Prix,2.0,0.0,82.3725,-8.666666666666668,0,0,0,5.333333333333333,4.4,4.0,3.6,8.31578947368421,7.578947368421052,1.0,-0.8,0.13333333333333333,0.0,12.0,12.0,4.5,0.0,2.5099800796022262,57.0,0,0,1.2
NOR,McLaren,4.0,2.0,18.0,2023,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,-2.0,1,0,0,7.333333333333333,5.2,6.0,4.6,8.310344827586206,7.603448275862069,2.0,-0.6,0.13333333333333333,0.0,10.4,10.4,4.0,0.0,2.949576240750525,58.0,0,1,2.08
NOR,McLaren,3.0,2.0,18.0,2023,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,4.0,1,0,0,5.666666666666667,5.2,5.0,5.0,8.203389830508474,7.5423728813559325,1.0,-0.2,0.2,0.0,10.4,10.4,10.0,0.0,2.949576240750525,59.0,0,1,2.6
NOR,McLaren,10.0,3.0,15.0,2023,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,9.0,1,0,0,4.0,5.2,5.333333333333333,5.0,8.1,7.466666666666667,7.0,-0.2,0.26666666666666666,0.0,10.4,10.4,9.0,0.0,2.949576240750525,60.0,0,0,0.9454545454545454
NOR,McLaren,2.0,2.0,18.0,2023,Austin,United States Grand Prix,2.0,0.0,82.3725,2.0,1,0,0,2.3333333333333335,4.4,5.666666666666667,5.6,8.01639344262295,7.508196721311475,0.0,1.2,0.3333333333333333,0.0,12.2,12.2,7.0,0.0,2.880972058177586,61.0,1,1,4.066666666666666
NOR,McLaren,17.0,5.0,10.0,2023,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,-6.0,0,0,0,2.3333333333333335,3.4,5.0,5.6,7.919354838709677,7.419354838709677,12.0,2.2,0.4,0.0,14.6,14.6,9.5,0.0,2.6076809620810586,62.0,0,0,0.8111111111111111
NOR,McLaren,6.0,2.0,19.0,2023,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,-12.333333333333332,1,0,0,3.3333333333333335,2.8,9.666666666666666,7.2,7.873015873015873,7.571428571428571,4.0,4.4,0.4,0.0,15.8,15.8,14.0,0.0,1.303840481040528,63.0,0,0,2.257142857142857
NOR,McLaren,15.0,20.0,0.0,2023,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,2.333333333333333,0,0,0,3.0,2.8,8.333333333333334,7.6,7.78125,7.546875,-5.0,4.8,0.4666666666666667,0.0,16.0,16.0,10.5,0.0,1.303840481040528,64.0,0,0,1.0
NOR,McLaren,5.0,5.0,10.0,2023,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,-10.333333333333334,0,0,0,9.0,6.4,12.666666666666666,10.0,7.969230769230769,7.661538461538462,0.0,3.6,0.4666666666666667,0.0,12.4,12.4,6.5,0.0,7.700649323271382,65.0,0,1,2.066666666666667
OCO,Alpine,9.0,18.0,0.0,2023,Sakhir,Bahrain Grand Prix,1.206,-0.904,90.914,-2.0000000000000004,0,0,0,7.666666666666667,7.6,11.333333333333334,7.8,9.727272727272727,10.704545454545455,-9.0,0.2,0.0,0.0,5.2,2.8,10.0,0.0,2.5099800796022267,44.0,0,0,0.27999999999999997
OCO,Alpine,6.0,8.0,4.0,2023,Jeddah,Saudi Arabian Grand Prix,0.813,-0.279,89.078,-6.0,0,0,0,11.0,10.4,11.0,8.6,9.911111111111111,10.666666666666666,-2.0,-1.8,0.0,0.0,2.8,1.2,5.0,0.0,4.505552130427522,45.0,0,0,0.17142857142857143
OCO,Alpine,11.0,14.0,0.0,2023,Melbourne,Australian Grand Prix,1.036,0.194,77.768,1.3333333333333337,0,0,0,11.0,9.8,7.666666666666667,9.8,9.869565217391305,10.565217391304348,-3.0,0.0,0.0,0.0,3.6,2.0,7.0,0.0,4.604345773288534,46.0,0,0,0.16666666666666666
OCO,Alpine,19.0,15.0,0.0,2023,Baku,Azerbaijan Grand Prix,1.595,-3.055,101.798,-2.0,0,0,0,13.333333333333334,11.0,8.666666666666666,10.0,9.957446808510639,10.574468085106384,4.0,-1.0,0.0,0.0,2.8,0.8,15.0,0.0,4.795831523312717,47.0,0,0,0.04
OCO,Alpine,8.0,9.0,2.0,2023,Miami,Miami Grand Prix,0.63,-0.168,87.444,0.6666666666666666,0,0,0,12.333333333333334,12.4,12.0,10.6,10.0625,10.75,-1.0,-1.8,0.0,0.0,2.0,0.8,8.0,0.0,4.722287581247034,48.0,0,0,0.08888888888888889
OCO,Alpine,3.0,3.0,15.0,2023,Monaco,Monaco Grand Prix,0.188,-0.38,71.553,2.0,1,0,0,12.666666666666666,12.8,12.666666666666666,10.6,10.040816326530612,10.693877551020408,0.0,-2.2,0.0,0.0,1.2,1.2,12.0,0.0,4.207136793592522,49.0,0,1,0.3
OCO,Alpine,6.0,8.0,4.0,2023,Barcelona,Spanish Grand Prix,0.729,0.185,73.001,6.333333333333334,0,0,0,9.0,9.8,10.0,9.4,9.9,10.54,-2.0,-0.4,0.06666666666666667,0.0,4.2,4.2,8.0,0.0,4.868264577855232,50.0,0,0,0.6
OCO,Alpine,6.0,8.0,4.0,2023,Montréal,Canadian Grand Prix,1.681,-2.48,80.406,-3.333333333333333,0,0,0,6.666666666666667,9.8,5.666666666666667,9.4,9.862745098039216,10.450980392156863,-2.0,-0.4,0.06666666666666667,0.0,4.2,4.2,6.0,0.0,4.868264577855232,51.0,0,0,0.6
OCO,Alpine,12.0,14.0,0.0,2023,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,-2.0,0,0,0,6.333333333333333,8.6,5.0,8.4,9.826923076923077,10.365384615384615,-2.0,-0.2,0.06666666666666667,0.0,5.0,5.0,13.0,0.0,4.277849927241486,52.0,0,0,0.38461538461538464
OCO,Alpine,13.0,20.0,0.0,2023,Silverstone,British Grand Prix,2.0,0.0,82.3725,-1.3333333333333337,0,0,0,10.0,8.4,8.0,7.0,9.90566037735849,10.39622641509434,-7.0,-1.4,0.06666666666666667,0.0,5.0,5.0,12.0,0.0,3.9115214431215883,53.0,0,0,0.35714285714285715
OCO,Alpine,12.0,19.0,0.0,2023,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,-1.6666666666666667,0,0,0,14.0,10.6,10.333333333333334,8.0,10.092592592592593,10.444444444444445,-7.0,-2.6,0.06666666666666667,0.0,4.6,4.6,5.0,0.0,6.542170893518448,54.0,0,0,0.3538461538461538
OCO,Alpine,14.0,8.0,4.0,2023,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,-0.3333333333333333,0,0,0,17.666666666666668,13.8,12.333333333333334,9.8,10.254545454545454,10.472727272727273,6.0,-4.0,0.06666666666666667,0.0,1.6,1.6,7.0,0.0,5.76194411635517,55.0,0,0,0.10666666666666667
OCO,Alpine,16.0,10.0,1.0,2023,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,6.333333333333333,0,0,0,15.666666666666666,13.8,13.0,11.4,10.214285714285714,10.535714285714286,6.0,-2.4,0.06666666666666667,0.0,1.6,1.6,9.0,0.0,5.76194411635517,56.0,0,0,0.09411764705882353
OCO,Alpine,18.0,19.0,0.0,2023,Monza,Italian Grand Prix,2.0,0.0,82.3725,4.0,0,0,0,12.333333333333334,14.2,14.0,13.4,10.210526315789474,10.631578947368421,-1.0,-0.8,0.06666666666666667,0.0,1.0,1.0,10.5,0.0,5.310367218940697,57.0,0,0,0.05263157894736842
OCO,Alpine,8.0,18.0,0.0,2023,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,-2.6666666666666665,0,0,0,12.333333333333334,15.2,16.0,14.6,10.362068965517242,10.758620689655173,-10.0,-0.6,0.06666666666666667,0.0,1.0,1.0,16.0,0.0,5.718391382198314,58.0,0,0,0.1111111111111111
OCO,Alpine,14.0,9.0,2.0,2023,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,-2.6666666666666665,0,0,0,15.666666666666666,14.8,14.0,13.6,10.491525423728813,10.711864406779661,5.0,-1.2,0.06666666666666667,0.0,1.0,1.0,4.0,0.0,5.357238094391545,59.0,0,0,0.06666666666666667
OCO,Alpine,8.0,7.0,6.0,2023,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,-1.6666666666666663,0,0,0,15.333333333333334,12.8,13.333333333333334,14.0,10.466666666666667,10.766666666666667,1.0,1.2,0.06666666666666667,0.0,1.4,1.4,5.0,0.0,5.263078946776304,60.0,0,0,0.15555555555555556
OCO,Alpine,8.0,18.0,0.0,2023,Austin,United States Grand Prix,2.0,0.0,82.3725,3.666666666666667,0,0,0,11.333333333333334,12.6,10.0,12.8,10.40983606557377,10.721311475409836,-10.0,0.2,0.06666666666666667,0.0,1.8,1.8,15.0,0.0,5.504543577809151,61.0,0,0,0.2
OCO,Alpine,15.0,10.0,1.0,2023,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,-0.3333333333333335,0,0,0,11.333333333333334,14.2,10.0,11.2,10.53225806451613,10.67741935483871,5.0,-3.0,0.06666666666666667,0.0,1.6,1.6,10.5,0.0,5.718391382198315,62.0,0,0,0.1
OCO,Alpine,14.0,10.0,1.0,2023,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,-0.333333333333333,0,0,0,11.666666666666666,12.4,10.333333333333334,10.6,10.523809523809524,10.746031746031745,4.0,-1.8,0.06666666666666667,0.0,1.8,1.8,8.0,0.0,5.22494019104525,63.0,0,0,0.12000000000000001
OCO,Alpine,16.0,4.0,12.0,2023,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,-0.6666666666666665,0,0,0,12.666666666666666,10.8,12.333333333333334,11.8,10.515625,10.796875,12.0,1.0,0.06666666666666667,0.0,2.0,2.0,10.5,0.0,4.2071367935925235,64.0,0,0,0.11764705882352941
OCO,Alpine,12.0,12.0,0.0,2023,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,2.0,0,0,0,8.0,9.8,15.0,12.2,10.415384615384616,10.876923076923077,0.0,2.4,0.0,0.0,4.0,4.0,8.0,0.0,5.215361924162118,65.0,0,0,0.3076923076923077
PER,Red Bull Racing,2.0,2.0,18.0,2023,Sakhir,Bahrain Grand Prix,0.138,0.138,89.846,12.000000000000002,1,0,0,4.333333333333333,3.8,3.3333333333333335,4.6,6.4772727272727275,4.613636363636363,0.0,0.8,0.4666666666666667,0.06666666666666667,13.2,21.6,11.5,0.0,1.9235384061671348,44.0,1,1,7.2
PER,Red Bull Racing,1.0,1.0,25.0,2023,Jeddah,Saudi Arabian Grand Prix,0.0,-0.496,88.265,6.333333333333332,1,1,0,4.0,3.8,2.6666666666666665,4.2,6.377777777777778,4.555555555555555,0.0,0.4,0.4666666666666667,0.06666666666666667,13.2,20.2,10.5,0.0,1.9235384061671348,45.0,1,1,10.1
PER,Red Bull Racing,20.0,5.0,11.0,2023,Melbourne,Australian Grand Prix,23.455,23.455,100.187,3.666666666666668,0,0,0,2.0,3.2,1.6666666666666667,2.6,6.260869565217392,4.478260869565218,15.0,-0.6,0.5333333333333333,0.13333333333333333,15.8,20.2,2.0,0.0,2.2803508501982765,46.0,0,0,0.9619047619047618
PER,Red Bull Racing,3.0,1.0,25.0,2023,Baku,Azerbaijan Grand Prix,0.292,0.104,100.495,-4.333333333333336,1,1,0,2.6666666666666665,3.6,7.666666666666667,5.8,6.23404255319149,4.808510638297872,2.0,2.2,0.4666666666666667,0.13333333333333333,15.0,17.4,1.5,0.0,2.4083189157584592,47.0,0,1,4.35
PER,Red Bull Racing,1.0,2.0,18.0,2023,Miami,Miami Grand Prix,0.027,0.027,86.841,4.666666666666668,1,0,0,2.3333333333333335,2.4,8.0,5.6,6.125,4.770833333333333,-1.0,3.2,0.5333333333333333,0.2,18.8,20.8,4.0,0.0,1.6733200530681527,48.0,1,1,10.4
PER,Red Bull Racing,20.0,16.0,0.0,2023,Monaco,Monaco Grand Prix,2.485,2.485,73.85,5.0,0,0,0,2.6666666666666665,2.2,8.0,5.4,6.040816326530612,4.6938775510204085,4.0,3.2,0.6,0.2,19.4,19.4,1.0,0.0,1.6431676725155002,49.0,0,0,0.9238095238095237
PER,Red Bull Racing,11.0,4.0,12.0,2023,Barcelona,Spanish Grand Prix,1.062,1.062,73.334,-3.666666666666668,0,0,0,6.333333333333333,5.0,8.0,9.0,6.24,5.0,7.0,4.0,0.6,0.2,15.8,15.8,3.5,0.0,6.363961030678928,50.0,0,0,1.3166666666666667
PER,Red Bull Racing,12.0,6.0,9.0,2023,Montréal,Canadian Grand Prix,2.234,1.867,80.959,6.666666666666666,0,0,0,7.333333333333333,5.6,10.666666666666666,11.0,6.196078431372549,5.117647058823529,6.0,5.4,0.5333333333333333,0.2,13.2,13.2,20.0,0.0,6.024948132556826,51.0,0,0,1.0153846153846153
PER,Red Bull Racing,15.0,3.0,15.0,2023,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,7.333333333333334,1,0,0,8.666666666666666,5.8,14.333333333333334,9.4,6.1923076923076925,5.25,12.0,3.6,0.5333333333333333,0.2,12.8,12.8,10.0,0.0,6.016643582596529,52.0,0,0,0.8
PER,Red Bull Racing,15.0,6.0,8.0,2023,Silverstone,British Grand Prix,2.0,0.0,82.3725,6.999999999999998,0,0,0,4.333333333333333,6.2,12.666666666666666,11.8,6.132075471698113,5.433962264150943,9.0,5.6,0.6,0.2,10.8,10.8,9.0,0.0,5.674504383644442,53.0,0,0,0.675
PER,Red Bull Racing,9.0,3.0,15.0,2023,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,3.333333333333332,1,0,0,5.0,7.0,14.0,14.6,6.12962962962963,5.611111111111111,6.0,7.6,0.5333333333333333,0.13333333333333333,8.8,8.8,11.0,0.0,5.196152422706631,54.0,0,0,0.8800000000000001
PER,Red Bull Racing,2.0,2.0,18.0,2023,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,5.666666666666668,1,0,0,4.0,4.4,13.0,12.4,6.072727272727272,5.672727272727273,0.0,8.0,0.5333333333333333,0.13333333333333333,11.8,11.8,10.5,0.0,1.5165750888103116,55.0,1,1,3.9333333333333336
PER,Red Bull Racing,7.0,4.0,12.0,2023,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,6.333333333333336,0,0,0,3.6666666666666665,4.0,8.666666666666666,10.6,6.0,5.607142857142857,3.0,6.6,0.6,0.13333333333333333,13.0,13.0,6.5,0.0,1.8708286933869724,56.0,0,0,1.625
PER,Red Bull Racing,5.0,2.0,18.0,2023,Monza,Italian Grand Prix,2.0,0.0,82.3725,1.3333333333333357,1,0,0,3.0,3.6,6.0,9.6,5.964912280701754,5.631578947368421,3.0,6.0,0.5333333333333333,0.13333333333333333,13.6,13.6,5.5,0.0,1.5165750888103127,57.0,0,1,2.2666666666666666
PER,Red Bull Racing,13.0,8.0,4.0,2023,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,-0.6666666666666643,0,0,0,2.6666666666666665,3.4,4.666666666666667,7.6,5.896551724137931,5.620689655172414,5.0,4.2,0.6,0.13333333333333333,14.2,14.2,1.0,0.0,1.6733200530681538,58.0,0,0,1.0142857142857142
PER,Red Bull Racing,5.0,19.0,0.0,2023,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,-4.999999999999998,0,0,0,4.666666666666667,3.8,8.333333333333334,7.2,5.932203389830509,5.745762711864407,-14.0,3.4,0.5333333333333333,0.13333333333333333,13.4,13.4,2.0,0.0,2.489979919597748,59.0,0,1,2.2333333333333334
PER,Red Bull Racing,20.0,10.0,1.0,2023,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,6.666666666666666,0,0,0,9.666666666666666,7.0,7.666666666666667,6.4,6.15,5.733333333333333,10.0,-0.6,0.4666666666666667,0.13333333333333333,10.4,10.4,4.0,0.0,7.1414284285428495,60.0,0,0,0.49523809523809526
PER,Red Bull Racing,9.0,4.0,12.0,2023,Austin,United States Grand Prix,2.0,0.0,82.3725,7.333333333333332,0,0,0,12.333333333333334,8.6,12.666666666666666,10.0,6.213114754098361,5.967213114754099,5.0,1.4,0.4,0.06666666666666667,7.0,7.0,3.5,0.0,6.618156843109718,61.0,0,0,0.7
PER,Red Bull Racing,5.0,20.0,0.0,2023,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,11.666666666666668,0,0,0,11.0,8.6,11.333333333333334,10.4,6.17741935483871,6.016129032258065,-15.0,1.8,0.4,0.06666666666666667,7.0,7.0,3.0,0.0,6.618156843109718,62.0,0,1,1.1666666666666667
PER,Red Bull Racing,9.0,4.0,12.0,2023,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,4.000000000000002,0,0,0,11.333333333333334,12.2,11.333333333333334,10.4,6.396825396825397,6.0,5.0,-1.8,0.3333333333333333,0.0,3.4,3.4,5.5,0.0,7.014271166700071,63.0,0,0,0.33999999999999997
PER,Red Bull Racing,11.0,3.0,15.0,2023,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,8.333333333333334,1,0,0,9.333333333333334,11.4,7.666666666666667,9.6,6.359375,6.046875,8.0,-1.8,0.26666666666666666,0.0,5.0,5.0,10.5,0.0,7.79743547584717,64.0,0,0,0.4166666666666667
PER,Red Bull Racing,9.0,4.0,12.0,2023,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,9.666666666666666,0,0,0,9.0,8.2,8.333333333333334,10.8,6.3076923076923075,6.123076923076923,5.0,2.6,0.3333333333333333,0.0,8.0,8.0,9.0,0.0,7.155417527999328,65.0,0,0,0.8
PIA,McLaren,18.0,20.0,0.0,2023,Sakhir,Bahrain Grand Prix,2.393,0.72,92.101,3.0,0,0,0,10.5,10.5,10.5,10.5,10.5,10.5,-2.0,0.0,0.0,0.0,0.0,11.4,10.5,0.1,10.5,0.0,0,0,0.6
PIA,McLaren,8.0,15.0,0.0,2023,Jeddah,Saudi Arabian Grand Prix,0.978,-1.204,89.243,-2.333333333333333,0,0,0,20.0,20.0,18.0,18.0,20.0,18.0,-7.0,-2.0,0.0,0.0,0.0,7.8,10.5,0.0,10.5,1.0,0,0,0.8666666666666667
PIA,McLaren,16.0,8.0,4.0,2023,Melbourne,Australian Grand Prix,1.785,0.398,78.517,2.0,0,0,0,17.5,17.5,13.0,13.0,17.5,13.0,8.0,-4.5,0.0,0.0,0.0,5.8,10.5,0.0,10.5,2.0,0,0,0.3411764705882353
PIA,McLaren,10.0,11.0,0.0,2023,Baku,Azerbaijan Grand Prix,1.408,0.33,101.611,4.666666666666667,0,0,0,14.333333333333334,14.333333333333334,14.0,14.0,14.333333333333334,14.0,-1.0,-0.3333333333333333,0.0,0.0,1.3333333333333333,2.8,10.5,0.0,6.027713773341708,3.0,0,0,0.2545454545454545
PIA,McLaren,19.0,19.0,0.0,2023,Miami,Miami Grand Prix,1.67,0.09,88.484,-3.333333333333333,0,0,0,11.333333333333334,13.5,11.333333333333334,13.0,13.5,13.0,0.0,-0.5,0.0,0.0,1.0,2.8,10.5,0.0,5.196152422706632,4.0,0,0,0.13999999999999999
PIA,McLaren,11.0,10.0,1.0,2023,Monaco,Monaco Grand Prix,1.03,0.141,72.395,-1.3333333333333337,0,0,0,12.666666666666666,14.6,15.0,14.2,14.6,14.2,1.0,-0.4,0.0,0.0,0.8,0.8,10.5,0.0,5.128352561983234,5.0,0,0,0.06666666666666667
PIA,McLaren,9.0,13.0,0.0,2023,Barcelona,Spanish Grand Prix,0.787,0.283,73.059,0.3333333333333333,0,0,0,13.333333333333334,12.6,13.333333333333334,12.8,13.833333333333334,13.666666666666666,-4.0,0.2,0.0,0.0,1.0,1.0,10.5,0.0,4.39317652729776,6.0,0,0,0.1
PIA,McLaren,8.0,11.0,0.0,2023,Montréal,Canadian Grand Prix,0.934,0.312,79.659,-0.3333333333333333,0,0,0,14.0,12.2,13.0,13.0,13.714285714285714,13.0,-3.0,0.8,0.0,0.0,1.0,1.0,10.5,0.0,4.207136793592526,7.0,0,0,0.1111111111111111
PIA,McLaren,13.0,16.0,0.0,2023,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,3.6666666666666665,0,0,0,11.333333333333334,12.8,9.333333333333334,11.4,13.375,12.375,-3.0,-1.4,0.0,0.0,0.2,0.2,10.5,0.0,3.6331804249169903,8.0,0,0,0.014285714285714287
PIA,McLaren,3.0,4.0,12.0,2023,Silverstone,British Grand Prix,2.0,0.0,82.3725,10.0,0,0,0,13.333333333333334,13.8,10.0,12.0,13.666666666666666,12.444444444444445,-1.0,-1.8,0.0,0.0,0.2,0.2,10.5,0.0,3.7013511046643495,9.0,0,1,0.05
PIA,McLaren,4.0,5.0,10.0,2023,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,12.0,0,0,0,10.333333333333334,10.8,8.0,8.8,12.7,11.5,-1.0,-2.0,0.0,0.0,2.6,2.6,10.5,0.0,4.43846820423443,10.0,0,1,0.52
PIA,McLaren,5.0,20.0,0.0,2023,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,1.333333333333334,0,0,0,8.333333333333334,9.8,6.666666666666667,7.4,12.0,10.818181818181818,-15.0,-2.4,0.0,0.0,4.4,4.4,10.5,0.0,5.167204273105526,11.0,0,1,0.7333333333333334
PIA,McLaren,8.0,9.0,2.0,2023,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,-9.333333333333334,0,0,0,9.666666666666666,11.2,4.0,6.6,12.666666666666666,10.333333333333334,-1.0,-4.6,0.0,0.0,4.4,4.4,10.5,0.0,6.906518659932803,12.0,0,0,0.48888888888888893
PIA,McLaren,7.0,12.0,0.0,2023,Monza,Italian Grand Prix,2.0,0.0,82.3725,-1.333333333333333,0,0,0,11.333333333333334,10.8,5.666666666666667,6.6,12.384615384615385,10.153846153846153,-5.0,-4.2,0.0,0.0,4.8,4.8,10.5,0.0,6.978538528947161,13.0,0,0,0.6
PIA,McLaren,17.0,7.0,6.0,2023,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,4.666666666666666,0,0,0,13.666666666666666,10.0,6.666666666666667,5.4,12.357142857142858,9.928571428571429,10.0,-4.6,0.0,0.0,4.8,4.8,10.5,0.0,6.442049363362563,14.0,0,0,0.26666666666666666
PIA,McLaren,2.0,3.0,15.0,2023,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,12.0,1,0,0,9.333333333333334,10.6,10.666666666666666,8.2,12.0,10.4,-1.0,-2.4,0.0,0.0,3.6,3.6,10.5,0.0,5.856620185738529,15.0,1,1,1.2
PIA,McLaren,6.0,2.0,18.0,2023,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,5.666666666666667,1,0,0,7.333333333333333,10.2,8.666666666666666,7.8,11.4375,9.875,4.0,-2.4,0.06666666666666667,0.0,4.6,4.6,10.5,0.0,6.3796551630946325,16.0,0,0,0.6571428571428571
PIA,McLaren,10.0,17.0,0.0,2023,Austin,United States Grand Prix,2.0,0.0,82.3725,4.0,0,0,0,4.0,6.6,8.333333333333334,8.0,10.882352941176471,9.647058823529411,-7.0,1.4,0.13333333333333333,0.0,8.2,8.2,10.5,0.0,4.159326868617084,17.0,0,0,0.7454545454545454
PIA,McLaren,7.0,8.0,4.0,2023,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,-6.666666666666666,0,0,0,7.333333333333333,8.2,6.0,8.4,11.222222222222221,9.666666666666666,-1.0,0.2,0.13333333333333333,0.0,7.8,7.8,10.5,0.0,6.300793600809346,18.0,0,0,0.975
PIA,McLaren,10.0,14.0,0.0,2023,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,0.0,0,0,0,9.0,7.4,7.666666666666667,8.4,11.052631578947368,9.526315789473685,-4.0,1.0,0.13333333333333333,0.0,8.6,8.6,10.5,0.0,5.941380311005179,19.0,0,0,0.7818181818181817
PIA,McLaren,18.0,10.0,2.0,2023,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,-1.666666666666667,0,0,0,13.0,8.8,9.0,7.0,11.2,9.55,8.0,-1.8,0.13333333333333333,0.0,7.4,7.4,10.5,0.0,6.610597552415364,20.0,0,0,0.38947368421052636
PIA,McLaren,3.0,6.0,8.0,2023,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,-3.666666666666667,0,0,0,10.666666666666666,10.2,11.666666666666666,10.2,11.142857142857142,9.952380952380953,-3.0,0.0,0.13333333333333333,0.0,4.8,4.8,10.5,0.0,5.761944116355174,21.0,0,1,1.2
RIC,AlphaTauri,13.0,13.0,0.0,2023,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,0.0,0,0,0,12.0,12.6,11.666666666666666,12.2,10.545454545454545,10.545454545454545,0.0,-0.4,0.0,0.0,1.6,0.4,13.0,0.0,5.319774431308156,44.0,0,0,0.028571428571428574
RIC,AlphaTauri,19.0,16.0,0.0,2023,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,0.3333333333333333,0,0,0,14.0,13.0,12.333333333333334,12.6,10.6,10.6,3.0,-0.4,0.0,0.0,1.6,0.4,9.5,0.0,5.2440442408507595,45.0,0,0,0.02
RIC,AlphaTauri,14.0,15.0,0.0,2023,Austin,United States Grand Prix,2.0,0.0,82.3725,1.6666666666666667,0,0,0,12.666666666666666,13.0,15.0,13.4,10.717391304347826,10.782608695652174,-1.0,0.4,0.0,0.0,1.6,0.4,10.5,0.0,5.2440442408507595,46.0,0,0,0.02666666666666667
RIC,AlphaTauri,4.0,7.0,6.0,2023,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,1.6666666666666667,0,0,0,14.666666666666666,14.6,15.333333333333334,14.0,10.808510638297872,10.851063829787234,-3.0,-0.6,0.0,0.0,0.4,0.0,9.5,0.0,4.0373258476372715,47.0,0,1,0.0
RIC,AlphaTauri,17.0,13.0,0.0,2023,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,0.9999999999999998,0,0,0,12.666666666666666,12.0,12.333333333333334,12.6,10.729166666666666,10.708333333333334,4.0,0.6,0.0,0.0,1.6,1.2,19.5,0.0,3.872983346207419,48.0,0,0,0.06666666666666667
RIC,AlphaTauri,14.0,14.0,0.0,2023,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,-3.0,0,0,0,11.666666666666666,12.8,11.666666666666666,13.4,10.775510204081632,10.83673469387755,0.0,0.6,0.0,0.0,1.2,1.2,10.5,0.0,3.492849839314598,49.0,0,0,0.08
RIC,AlphaTauri,15.0,11.0,0.0,2023,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,0.6666666666666666,0,0,0,11.333333333333334,13.0,11.666666666666666,13.6,10.84,10.9,4.0,0.6,0.0,0.0,1.2,1.2,10.5,0.0,3.5355339059327395,50.0,0,0,0.075
